concept_label,canonical_name,family,assigned_record_count,first_candidate_key,last_candidate_key,evidence_inspected,reviewer,decision_rationale
case_reported_diagnostic_failures,Case-reported diagnostic failures,surveillance_measurement,1,PMID:39410661,PMID:39410661,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
community_active_infection_surveillance,Community active infection surveillance,surveillance_measurement,32,PMID:25860533,PMID:42339475,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
coverage_denominator_correction,Coverage and denominator correction,surveillance_measurement,4,PMID:30562394,PMID:41650293,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
denominator_data_validation_and_sampling,Denominator data validation and sampling,surveillance_measurement,3,PMID:24176605,PMID:26619949,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
denominator_adjusted_surveillance_positivity,Denominator-adjusted surveillance positivity analysis,surveillance_measurement,3,PMID:22217369,PMID:33050023,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
descriptive_surveillance_pattern_analyses,Descriptive surveillance pattern analyses,surveillance_measurement,27,PMID:21252406,PMID:42376214,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
diagnostic_assay_validation_and_yield_comparison,Diagnostic assay validation and yield-comparison studies,surveillance_measurement,21,PMID:26119838,PMID:42233648,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
diagnostic_latent_class_models,Diagnostic latent-class models without a gold standard,surveillance_measurement,112,PMID:19935116,PMID:42449463,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
diagnostic_test_accuracy_evaluation,Diagnostic test accuracy evaluation,surveillance_measurement,1,PMID:36262037,PMID:36262037,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
diagnostic_test_accuracy_synthesis,Diagnostic test-accuracy synthesis,surveillance_measurement,6,PMID:19692208,PMID:40842435,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
diagnostic_yield_with_sample_availability,Diagnostic yield with sample availability,surveillance_measurement,1,PMID:37202025,PMID:37202025,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
diagnostic_case_definition_validity,"Diagnostic, case-definition, and reporting-validity studies",surveillance_measurement,29,PMID:22679125,PMID:42038247,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
diagnostic_accuracy_calibration,Diagnostic-accuracy and test-calibration methods,surveillance_measurement,29,PMID:20682885,PMID:42347244,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
diagnostic_accuracy_studies,Diagnostic-accuracy studies,surveillance_measurement,1,PMID:24336827,PMID:24336827,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
digital_surveillance_information_system,Digital surveillance information system,surveillance_measurement,1,PMID:42273608,PMID:42273608,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
dynamic_population_denominator_correction,Dynamic population-denominator correction,surveillance_measurement,2,PMID:40476291,PMID:41144579,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
surveillance_case_finding_enhancement,Enhanced surveillance and case-finding tools,surveillance_measurement,16,PMID:22357703,PMID:41630749,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
environmental_digital_surveillance,Environmental and digital complementary surveillance,surveillance_measurement,23,PMID:25074676,PMID:42101881,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
genomic_sentinel_surveillance,Genomic sentinel surveillance,surveillance_measurement,38,PMID:24555484,PMID:42379143,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
hai_rate_denominator_choice,HAI rate denominator choice,surveillance_measurement,2,PMID:21666391,PMID:25782986,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
healthcare_surveillance_benchmarking,Healthcare surveillance and performance benchmarking,surveillance_measurement,39,PMID:19723619,PMID:42464816,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
underascertainment_burden_estimation,Hidden-burden and ascertainment-correction estimation,surveillance_measurement,2,PMID:38270126,PMID:40937553,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
incidence_sensitivity_to_denominator_source,Incidence sensitivity to denominator source,surveillance_measurement,2,PMID:27572968,PMID:33621333,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
incidence_prevalence_burden_estimation,"Incidence, prevalence, and burden estimation from surveillance or survey data",surveillance_measurement,42,PMID:25166128,PMID:42391264,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
integrated_vaccine_safety_surveillance,Integrated vaccine-safety surveillance,surveillance_measurement,3,PMID:35271805,PMID:40414241,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
latent_class_models,Latent-class measurement models,surveillance_measurement,234,PMID:19793405,PMID:42415768,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
latent_class_preference_models,Latent-class preference models,surveillance_measurement,14,PMID:27277581,PMID:42427349,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
latent_class_trajectory_models,Latent-class trajectory models,surveillance_measurement,11,PMID:21775934,PMID:39139673,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
measurement_error_correction_methods,Measurement-error and misclassification correction methods,surveillance_measurement,26,PMID:20007675,PMID:41555577,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
measurement_error_models,Measurement-error correction and misclassification adjustment,surveillance_measurement,3,PMID:28296801,PMID:34310444,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
multi_instrument_measurement_comparison,Multi-instrument measurement comparison,surveillance_measurement,1,PMID:29954360,PMID:29954360,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
multiple_system_estimation,Multiple-system estimation,surveillance_measurement,3,PMID:23383591,PMID:31556859,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
multistate_capture_recapture,Multistate capture-recapture for disease dynamics,surveillance_measurement,9,PMID:24708296,PMID:41573816,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
neural_network_prediction_models,Neural-network diagnostic and forecasting models,surveillance_measurement,22,PMID:23897635,PMID:41326725,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
objective_clinical_surveillance_vs_administrative_coding,Objective-clinical versus administrative surveillance,surveillance_measurement,1,PMID:32148931,PMID:32148931,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
observation_reporting_process_models,"Observation, detection, and reporting-process models",surveillance_measurement,12,PMID:22410318,PMID:40794790,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
observation_process_models,Observation-process and detection models,surveillance_measurement,11,PMID:22107890,PMID:40575492,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
surveillance_measurement_designs,Other surveillance-measurement designs,surveillance_measurement,19,PMID:22572666,PMID:41263686,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
partial_observation_epidemic_inference_methods,Partial-observation epidemic inference methods,surveillance_measurement,14,PMID:23217849,PMID:39027017,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
partially_latent_class_etiology_models,Partially latent-class etiology models,surveillance_measurement,3,PMID:31257127,PMID:35961352,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
passive_safety_surveillance_rate_denominators,Passive vaccine-safety rate estimation with incomplete denominators,surveillance_measurement,2,PMID:27103551,PMID:31595301,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
passive_surveillance_signal_detection,Passive-surveillance signal detection and risk prediction,surveillance_measurement,1,PMID:33533072,PMID:33533072,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
pharmacovigilance_adverse_event_surveillance,Pharmacovigilance and adverse-event surveillance,surveillance_measurement,21,PMID:20647982,PMID:40238055,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
population_based_incidence_surveillance,Population-based incidence surveillance,surveillance_measurement,6,PMID:20218877,PMID:26703865,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
preferential_sampling,Preferential-sampling models,surveillance_measurement,4,PMID:27087037,PMID:40327728,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
public_health_data_triangulation,Public-health data triangulation,surveillance_measurement,6,PMID:20670448,PMID:38932375,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
real_time_network_surveillance,Real-time network surveillance,surveillance_measurement,1,PMID:32634822,PMID:32634822,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
reporting_bias_validation_studies,Reporting bias and measurement-validation studies,surveillance_measurement,19,PMID:20223601,PMID:40828782,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
reporting_delay_nowcasting,Reporting-delay adjustment and incidence nowcasting,surveillance_measurement,11,PMID:21416274,PMID:41998813,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
reporting_delay_adjustment_nowcasting,Reporting-delay adjustment and nowcasting,surveillance_measurement,8,PMID:31205290,PMID:41868477,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
